,Date,Tweet Text,Retweet Count,Favorite Count,Username,User follower count,ID
0,Thu Jun 16 20:00:10 +0000 2022,"🟢 Buy $CAKE [Spot Hourly]
#CAKEUSDT
Filled: 20.5479 #CAKE / 60.00 #USDT
Buy Price: $2.92

#PancakeSwap #Binance #Bitcoin #Metaverse #NFT #Web3 #Altcoins",0,0,cryptomaticbot,1458,1537525460275539971
1,Thu Jun 16 20:00:07 +0000 2022,"Jun 16, 2022 01:00PM #Bitcoin Price:
USD 21575.98 | EUR 20589.43 | JPY 2901651.05",0,0,btcreports,238,1537525450678861824
2,Thu Jun 16 20:00:07 +0000 2022,"🟢 Buy $RUNE [Spot Hourly]
#RUNEUSDT
Filled: 34.188 #RUNE / 60.00 #USDT
Buy Price: $1.755

#ThorChain #Binance #Bitcoin #Metaverse #NFT #Web3 #Altcoins",0,0,cryptomaticbot,1458,1537525449634500608
3,Thu Jun 16 20:00:06 +0000 2022,"@GooniezNFT They ain't Ready for What's going To Happen!!! LFG!!
#Ethereum #eth #staking #P2E #nft #NFTCommunity #NFTGiveaway #Web3 #P2EGame #nftart #Crypto #Bitcoin #cryptocurrencies https://t.co/46T5qIIb0w",0,0,G_Gang01,63,1537525446383763456
4,Thu Jun 16 20:00:06 +0000 2022,"🪙 #Bitcoin (BTC) 20883.4$ (-0.742%)
🪙 #Ethereum (ETH) 1097.38$ (-0.856%)
🪙 #Tether (USDT) 0.99895$ (-0.002%)
🪙 #USD Coin (USDC) 1.00033$ (0.0068%)
🪙 #BNB (BNB) 214.128$ (-0.805%)
🪙 #Binance USD (BUSD) 1.00009$ (0.0486%)
🪙 #Cardano (ADA) 0.48444$ (-2.691%)",0,0,Crypt03ot,3,1537525444752248833
5,Thu Jun 16 20:00:06 +0000 2022,"#Bitcoin stats every hour
----
Block: 741081
Hashrate: 195.70 EH/s
Price last 24h: 39137.50$
--
Fast Fee: 12sat
Slow Fee: 5sat
--
TX unconfirmed: 10844
--
Diff: 30T
Diff change in block 741888
Next diff in 807 blocks",0,0,fixtheblock,382,1537525443452100609
6,Thu Jun 16 20:00:03 +0000 2022,One Bitcoin now worth $20838.23@bitstamp. High $22957.010. Low $20702.700. Market Cap $397.369 Billion #bitcoin,0,0,BTCticker,4258,1537525433381560320
7,Thu Jun 16 20:00:03 +0000 2022,"#BTC $20932  $BTC
#ETH $1098.63  $Eth
#BNB $213.83  $Bnb",0,0,Pricecrypt0,125,1537525432886640642
8,Thu Jun 16 20:00:03 +0000 2022,One Bitcoin now worth $20858.311. Market Cap $397.752 Billion. Based on #coindesk BPI #bitcoin,0,0,BTCticker,4258,1537525432630841344
9,Thu Jun 16 20:00:03 +0000 2022,"Hello! Here are the market info today :)

#Bitcoin Price: $20883.41 (-3.76%)
Bitcoin Dominance: 44.35%
Total MarketCap: $898,028M(-3.94%)
Winner of the market: #Hiblocks (+129.48%)

Have a good day :)

#crypto #market #BTC #HIBS",1,0,AskCrocobot,74,1537525430906937347
10,Thu Jun 16 20:00:02 +0000 2022,"#Bitcoin is currently $20,858.3108",0,0,BufoBitcoin,35,1537525427459305473
11,Thu Jun 16 20:00:02 +0000 2022,"Bitcoin - BTC
Price: $20,891.86
Change in 1h: -0.53651709%
Market cap: $398,390,693,408.79
Ranking: 1
#Bitcoin #BTC",0,0,topcryptostats,4615,1537525427257847809
12,Thu Jun 16 20:00:02 +0000 2022,"strategy: 5010HL1h atr20d: 2007.78

16 Jun 2022 20:00:00 UTC
🔄 'None' 05:00:00 JST
--- 22950.0  long_entry_trigger
 &gt;  20826.0  last_price $BTC/USD
--- 20014.0  short_entry_trigger

#BTC/USD perpetual contract on #BitMEX",0,0,cRe5520,236,1537525426104451073
13,Thu Jun 16 20:00:02 +0000 2022,This project is an opportunity to be a part of something that will be contributing a lot in the growth of the cryptocurrency industry. #IKONIC #CRYPTO #BSC #BINANCE #BITCOIN,0,0,liza_btc,855,1537525425911607296
14,Thu Jun 16 20:00:01 +0000 2022,"The price of
Spaghetti alla Carbonara
is 52,737 Satoshis
or 0.00052737 BTC

1 BTC = 20,839.30 USD
1 USD = 4,799 Sat
on Thursday, 16 June 2022 03:00 PM CDT

#bitcoin #CarbonaraIndex",0,0,CarbonaraIndex,67,1537525425165029376
15,Thu Jun 16 20:00:01 +0000 2022,"@PeterSchiff Early warning.. is good. Thanks. Do not worry,  You probably did your part, pal. Noah talked about the flood... no one listened UNTIL it happened. His wife didn’t.. Some did not listen even when the boat started to float, everything was sinking..still Alas!.. #StockMarket n #BTC",0,0,advisor_int,146,1537525425089519629
16,Thu Jun 16 20:00:01 +0000 2022,"Another Thursday done! Your thoughts?📈📉

#finance #money #business #investing #investment #entrepeneur #financialfreedom #wealth #stockmarket #stocks #investor #forex #bitcoin  #crypto #blockchain #passiveincome #investments #daytrading #millionaire #economy #rich #wallstree…",1,1,StartingSpecul1,14,1537525424787542019
