,Date,Tweet Text,Retweet Count,Favorite Count,Username,User follower count,ID
0,Sat May 21 03:30:03 +0000 2022,"[₿] #Bitcoin Daily $BTC [₿]

Kraken❯
A:$29,104 L:$28,927 H:$29,312
Bitstamp❯
A:$29,114 L:$28,690 H:$30,509
Bitfinex❯
A:$29,125 L:$28,702 H:$30,546

Market Cap: $554,438,123,689
24h Volume: $3,195,059,006
24h: -3.47%  7d: -4.34%",0,0,bakednet,516,1527854204970221568
1,Sat May 21 03:30:02 +0000 2022,"30 USD on #ElSalvador #BitcoinDay got you 63,900 sat. 
Now 63,900 sat are 18.60 USD (-38.01%)

1 BTC = 29,104.40 USD
1 USD = 3,436 Sat
on Fri 20 May 2022 10:30 PM CDT

1 BTC = 46,948.36 USD
1 USD = 2,130 sat
on Tue 07 Sep 2021 11:00 AM CDT

#Bitcoin",0,0,BitcoinDayIndex,419,1527854203175043075
2,Sat May 21 03:30:02 +0000 2022,"30 USD en #ElSalvador #BitcoinDay te dieren 63,900 sat. 
Ahora 63,900 sat son 18.60 USD (-38.01%)

1 BTC = 29,104.40 USD
1 USD = 3,436 Sat
el 20 May 2022 10:30 PM CDT

1 BTC = 46,948.36 USD
1 USD = 2,130 sat
el Mar 07 Sep 2021 10:00 AM CST

#Bitcoin",0,0,BitcoinDayIndex,419,1527854200205582336
3,Sat May 21 03:30:00 +0000 2022,"""The stock market is filled with individuals who know the price of everything, but the value of nothing."" — Phillip Fisher

#financegoals #financecoach #financeteam #bitcoin #ethereum #nft #cryptocurrency #forex #realestate #finance #money #investing #success #business",0,0,100XspaceAi,19,1527854194396471296
4,Sat May 21 03:30:00 +0000 2022,"#Hiring?
Sign up now https://t.co/o7lVlsCHXv
FREE. NO MIDDLEMEN
#innoavtion #VR #AR #DigitalMarketing #AI #ArtificialIntelligence #MachineLearning #Python #CyberSecurity #DataScience #Industry40 #Bitcoin #coding #NodeJS #javascript #django #TensorFlow #devops #RHOP #IoT #Job #HR https://t.co/gUHecxcZM1",0,0,JobPreference,1426,1527854193754505216
5,Sat May 21 03:29:58 +0000 2022,@TheCryptoLark the best thing you could tell your followers is to just buy #Bitcoin,0,0,ShaneTrammel,4527,1527854184279818240
6,Sat May 21 03:29:19 +0000 2022,"loving her was my second biggest mistake 

not buying #Bitcoin  in 2010 still remains the first",0,0,Kanjisoru,55,1527854019620016129
7,Sat May 21 03:29:18 +0000 2022,@BitcoinMagazine @elonmusk sir  ur two  oldman  friend every time hate speech #Bitcoin I don't why do that???,0,0,Qaishgee_,51,1527854017887576064
8,Sat May 21 03:29:14 +0000 2022,"@Cylumfinance like Cylum Finance,i follow you and i win with you !!!! thank you for the generosity! I'm very happy Thank you,too Nice🎉💙🙏
@Nazanin04864178
 
@khodeAmiramm
 
@z_a_h_r_a_18

 #CYLUM  #CYM 
#BNB #BSC  #cryptocurrency  #Binance  #BTC  #ETH",0,0,J7Zp1993,11,1527853999713619968
9,Sat May 21 03:28:49 +0000 2022,"Next week we will be talking about Hyperbitcoinization too @EuropeanBTC

Spain🇪🇦 20h local time
Portugal 🇵🇹 22h local time

All local plebs invited! 

#Bitcoin",0,0,begleristirner,169,1527853893673172993
10,Sat May 21 03:28:27 +0000 2022,If your looking for quick 100x gems I hope you know most the time thing s that already 100x won’t again. #Cryptos #1000x #eth #btc,0,1,OFGBENELLI,125,1527853805085270016
11,Sat May 21 03:28:08 +0000 2022,#Bitcoin which year do you believe it will break new high? 📈,0,0,Ali11444224,0,1527853724210708481
12,Sat May 21 03:27:36 +0000 2022,What #cryptocurrency you buying #Crypto #dogecoin #Bitcoin #Ethereum #ETC,0,0,dogelouisiana,13,1527853590747963392
13,Sat May 21 03:27:34 +0000 2022,"Have a great weekend ! 
Next week the markets will still be there for us to short :P
#btc",0,0,CryptoAkira,200,1527853582946488321
14,Sat May 21 03:27:09 +0000 2022,"When you are identifying with or listening too- a continuous stream of thought or a reptitious story in your head-You are not fully concious. 

You are not your thoughts. You are not the story. You are the concious witness to both thought and to the story.

#Bitcoin",0,1,BlueOnyx1,138,1527853476218572800
15,Sat May 21 03:27:07 +0000 2022,#Bitcoin and crypto will shock the world. They want crypto to crash hard so bad. Everyone is fear mongering. They want a recession so bad. They want the war to intensify so bad. They want monkey pox to spread. Absolute fear mongering. There won’t be a recession.,0,1,RichGangGeorge,298,1527853468249206784
16,Sat May 21 03:27:06 +0000 2022,"The #BitcoinPizza would be worth US$291,640,640.22 right now (down -3.41231177% in the last 24 hours) #Bitcoin",0,1,TheBitcoinPizza,2204,1527853461840216064
17,Sat May 21 03:27:06 +0000 2022,"@ProfitDecryptor PLSS🌸🌸🌸

@CryptoBrainsNFT @AmandaEEvans3 @Marguk1122

#Ethereum #SOL #crypto #NFTGiveaway #ad #win #BTC #Giveaway",0,1,leonieeschurz,144,1527853461626314752
18,Sat May 21 03:26:36 +0000 2022,Forget about #Bitcoin people! Buy Sats! Pegged to Btcoin at exactly 100 millionth! It’s the best next thing!,0,1,DrunkOnCrypto,45,1527853338209001473
