,Date,Tweet Text,Retweet Count,Favorite Count,Username,User follower count,ID
0,Tue Mar 29 19:30:22 +0000 2022,"@SlatersGems @crypto_bitlord7 @ParmaToken Def check out $parma and their nodes for daily passive income! We have nfts, certik audit almost completed ,swap, eth &amp; bsc cross chain, referral program and 325% apr nodes. I recommend you come join our telegram and vibe with our awesome community! #Bitcoin  #Ethereum #Altcoins",0,0,land_flipper,6142,1508889321624940548
1,Tue Mar 29 19:30:19 +0000 2022,If any of my friends were waiting on a good time to get into a trustworthy and amazing project it is now!! #catboy is going to soar to new heights and it’s beginning to start! This is my biggest bag project. I love it #catboybsc #metaverse #BNB #binance #ETH #BTC @BSCCatBoy,0,0,AddilynnsDadd,397,1508889306559045635
2,Tue Mar 29 19:30:18 +0000 2022,"@TaylorButthead @dovuofficial Good question. I use my Coinbase wallet to convert #ETH to #DOV and I’ve always grimaced when I see the #Ethereum gas fee and the #Coinbase network fee on top of it. 

But it’s totally worth it to get into #DOVU under 5 cents! 

Especially with the $DOV #staking APY coming soon!",0,0,hbar1000,10491,1508889305061597185
3,Tue Mar 29 19:30:17 +0000 2022,"10996) Current #Bitcoin Price is $47786 #BTC #Crypto
Indicators Daily:
-RSI: 70.9
-MA(20): 42090
-MA(50): 41335
-MA(200): 48282
-Bollinger B. lower/upper: 36411/47770

Current #Ethereum Price is $3438 #ETH
-RSI: 74.2
-MA(20): 2906
-MA(50): 2848
-MA(200): 3488
-BB: 2364/3448",0,0,LivePriceCrypto,198,1508889300473110534
4,Tue Mar 29 19:30:10 +0000 2022,"An excellent project from a very promising team, the guys are really engaged in the project and its development and popularization. #DeFi #TeleFy #DEX #cryptocurrency #Ethereum #BinanceSmartChain #Bitcoin #airdrop #polkadot #MATIC #Polygon $TELE #Cardano #ETH",0,0,chop35965663,1418,1508889269124808706
5,Tue Mar 29 19:30:02 +0000 2022,"📈 Total Market Cap: $2,154,504,886,018
💵 1 #BTC: $47,779.81
🔴 BTC Dominance: 42.13%
💹 1 #ETH: $3,434.00
💎 ETH Dominance: 19.15%
⏰ Update Time: 29-03-2022 - 22:30:02 (GMT+3)",0,0,marketcapbot,4414,1508889238795960329
6,Tue Mar 29 19:30:02 +0000 2022,"#erc20gas #ETH #crypto 
⛽️Auto 15Min ETH Gas Tracking⛽️

GWEI:
Low: 55 gwei
Avg: 55 gwei
High: 57 gwei

Opensea: Sale
Low: $38.25
Avg: $38.25
High: $39.65

Uniswap V3: Swap
Low: $34.89
Avg: $34.89
High: $36.16

USDT: Transfer
Low: $10.23
Avg: $10.23
High: $10.61",0,0,Erc20Gas,596,1508889236417753093
7,Tue Mar 29 19:30:00 +0000 2022,"Top 10 #Cryptocurrency Live Prices: 
(03:30 PM . Mar 29,2022)

#BTC $47779.81
#ETH $3434.00
#BNB $436.98
#DOGE $0.15
#SHIB $0.0000273233
#AXS $65.91
#MANA $2.71
#UNI $11.29
#GM $0.0000357135
#KISHU $0.0000000018

Comments! Which coins would like to be listed?",0,0,StoreFiAi,764,1508889228377210890
8,Tue Mar 29 19:29:55 +0000 2022,"#BTC and #ETH both stuck at 200 day MA 

This is going to be tough to break through on the 1st attempt",0,0,AstroCryptoGuru,25014,1508889207745310725
9,Tue Mar 29 19:29:53 +0000 2022,"@SlatersGems @cryptogems555 @ParmaToken Def check out $parma and their nodes for daily passive income! We have nfts, certik audit almost completed ,swap, eth &amp; bsc cross chain, referral program and 325% apr nodes. I recommend you come join our telegram and vibe with our awesome community! #Bitcoin  #Ethereum #Altcoins",0,0,land_flipper,6142,1508889197163122690
