,Date,Tweet Text,Retweet Count,Favorite Count,Username,User follower count,ID
0,Mon May 16 19:00:03 +0000 2022,"strategy: 5010HL1h atr20d: 2169.67

16 May 2022 19:00:02 UTC
🔄 'None' 04:00:02 JST
--- 31416.5  long_entry_trigger
 &gt;  29849.5  last_price $BTC/USD
--- 29050.5  short_entry_trigger

#BTC/USD perpetual contract on #BitMEX",0,0,cRe5520,235,1526276306844930049
1,Mon May 16 19:00:02 +0000 2022,"#Bitcoin is currently $29,871.3540",0,0,BufoBitcoin,35,1526276306018648064
2,Mon May 16 19:00:02 +0000 2022,"#Bitcoin Gearing Up for a Big Move in the Next Three Months, Says #Crypto Strategist – Here Are His Targets https://t.co/abFCYmNUOE via @coinjupiter",0,0,coinjupiter,288,1526276305355952132
3,Mon May 16 19:00:02 +0000 2022,"📰 The governor of the Bank of Spain stresses the need for rapid regulation of #Defi and #Crypto.

#cryptonews #Bitcoin 

https://t.co/B8h1xWC0kT",0,0,Itezofficial,153,1526276303804153857
4,Mon May 16 19:00:02 +0000 2022,"#BTC $29916  $BTC
#ETH $2036.98  $Eth
#BNB $300.2  $Bnb",0,0,Pricecrypt0,103,1526276303653150721
5,Mon May 16 19:00:02 +0000 2022,"The price of
Spaghetti alla Carbonara
is 36,784 Satoshis
or 0.00036784 BTC

1 BTC = 29,877.40 USD
1 USD = 3,347 Sat
on Monday, 16 May 2022 02:00 PM CDT

#bitcoin #CarbonaraIndex",0,0,CarbonaraIndex,64,1526276303606976514
6,Mon May 16 19:00:02 +0000 2022,"Bitcoin - BTC
Price: $29,883.82
Change in 1h: +0.62592933%
Market cap: $569,036,506,003.24
Ranking: 1
#Bitcoin #BTC",0,0,topcryptostats,4611,1526276302914760709
7,Mon May 16 19:00:01 +0000 2022,"Top 10 #Cryptocurrency Live Prices: 
(03:00 PM . May 16,2022)

#BTC $29883.82
#ETH $2034.09
#BNB $299.65
#DOGE $0.09
#SHIB $0.0000120744
#AXS $20.74
#MANA $1.20
#UNI $5.09
#GM $0.0000062176
#KISHU $0.0000000006

Comments! Which coins would like to be listed?",0,0,StoreFiAi,760,1526276301195296769
8,Mon May 16 19:00:01 +0000 2022,"@Cephii1 If so, time will be lengthy. What is lost is already lost and that would be all people will cling to, the losses. The losses were too great. IMO people will really stop investing in $hitcoins and simply stay on #Bitcoin",0,0,GeryRodriguez73,231,1526276300687777795
9,Mon May 16 19:00:01 +0000 2022,"If the New Zealand Government purchased 60,000 Bitcoin at a price of $4.27B NZD on the 9th of December, 2021, they would be worth [$2.83B NZD] today. #TeamOf6Million #Bitcoin",0,0,NZBitcoinParty,4,1526276300524204033
10,Mon May 16 19:00:01 +0000 2022,"David Marcus Launches #Bitcoin  Payments #startup  #lightspark 
https://t.co/5w5uWPtnya",0,0,MineriumUS,75,1526276300083716097
11,Mon May 16 19:00:01 +0000 2022,"The market is experiencing hard times!🥵

Start #earning now! Invest your $BTC through @revaultnetwork 🤩

Deposit $WBTC to our #beefyfinance vault 🐄

Enjoy #apy up to 52%🔥

Join the revolution! Secure your ticket to the moon🌝

$REVA 🚀
#BNB #Bitcoin #FTM #cryptocurrecy #DeFI",0,0,revaultnetwork,27486,1526276298758311938
12,Mon May 16 19:00:00 +0000 2022,"NEED a #JOB?
Sign up now https://t.co/o7lVlsCHXv
FREE. NO MIDDLEMEN
#Robotics #AIEthics #MachineLearning #AI #Python #DataScience #BigData #100DaysOfCode #Robots #fintech #insurtech #Bitcoin #cybersecurity #blockchain #coding #Cryptos #NFTGame #Jobs #Metaverse #Bitcoin #ETH #SOL https://t.co/NyuzHskI1P",0,0,JobPreference,1411,1526276295666987009
13,Mon May 16 18:59:46 +0000 2022,"@knutsvanholm Good one, how about:

CrYpTo is to #Bitcoin what 'The Ministry of Truth' is to #truth.",0,0,Gus21MCalderon,1689,1526276238691672065
14,Mon May 16 18:59:45 +0000 2022,@nayibbukele #BTC delivers freedom. It breaks the chains of nation slavery. It shines a light on falsehood and delivers truth. The world awakens.,0,0,KirkArmstrong19,4,1526276233859895296
15,Mon May 16 18:59:41 +0000 2022,@ecb @NCIRL Go fuck yourself with digital shitcoin euro. We’re pretty good with #bitcoin.,0,0,jikoun1,90,1526276215451131905
16,Mon May 16 18:59:40 +0000 2022,"Elon Musk called Twitter newsfeed algorithms 'manipulative,' prompting a reply from founder Jack Dorsey, who disagreed with the claim

Source: Yahoo

#BTC #BNB #Bitcoin",0,0,FxKinfin,30,1526276213165146114
17,Mon May 16 18:59:28 +0000 2022,@rovercrc Step 4: trade your #Bitcoin,0,4,mister__crypto,8789,1526276162619682816
18,Mon May 16 18:59:23 +0000 2022,@APompliano That’s what disruptive technology does #BTC,0,0,Valueteofficial,56,1526276143049019393
