,Date,Tweet Text,Retweet Count,Favorite Count,Username,User follower count,ID
0,Mon May 30 03:30:25 +0000 2022,"@1goonrich 🌒 Starshiba Inu (STARSHIB) 🐕 @Starshibatoken 
What happens if you flip the letter p from the Starship name?
You get an extreme fusion: Starship + Shiba
Just launched, Join us 
#STARSHIB #Starshibatoken #SHIB #DOGE #STARSHIP #SpaceX #Falcon9 #Starlink #ElonMusk #BTC #ETH #BNB",0,0,iam_a_blessing,439,1531115790627672064
1,Mon May 30 03:30:02 +0000 2022,"#erc20gas #ETH #crypto 
⛽️Auto 15Min ETH Gas Tracking⛽️

GWEI:
Low: 27 gwei
Avg: 27 gwei
High: 27 gwei

Opensea: Sale
Low: $10.25
Avg: $10.25
High: $10.25

Uniswap V3: Swap
Low: $9.35
Avg: $9.35
High: $9.35

USDT: Transfer
Low: $2.74
Avg: $2.74
High: $2.74",0,0,Erc20Gas,729,1531115690958241798
2,Mon May 30 03:30:01 +0000 2022,"My piece to celebrate 1 year into NFTs, is now live! Check my last tweet 👀 #ETH",0,0,JordCreates,3016,1531115689380982784
3,Mon May 30 03:29:41 +0000 2022,Requesting faucet funds into 0xD6bF398dFA4f6aD952CFD5BB75388eAeF3A8193e on the #Rinkeby #Ethereum test network.,0,0,JogloPolos,192,1531115603813027840
4,Mon May 30 03:29:16 +0000 2022,"9 red weeks #crypto #defi #BTC #ETH #TRX

It's official. New record since last week. Nine red weeks for the king.

What does this mean?

It means obviously that we are in a bear market, that should go without being argued.

It also means we are in unfamiliar territory with t…",0,0,royal11211,88,1531115499580530688
5,Mon May 30 03:29:05 +0000 2022,Requesting faucet funds into 0x05321B7c55E8Af18275223A0d3e8caA0Cdf6a1E1 on the #Rinkeby #Ethereum test network.,0,0,kolangkalingNFT,23,1531115451907907584
6,Mon May 30 03:29:00 +0000 2022,"@LunaTerraGlobal Who can send me One USDT🥸???for peoples who need help🤲🏻🤲🏻🤲🏻

My usdt wallet 

0xcFBe909492fBaE6bbae5AcDD287991F8713d493F

#Binance  #luna #Terra #BTC  #STEPN #LUNAtics #Ethereum #China #usd #Ukraine #RussiaUkraineWar #Russians #Arabic #dubai #Amazon #oae #ElonMusk #help #muslim",0,0,ALIBABA65601268,6,1531115431699922945
7,Mon May 30 03:28:50 +0000 2022,"The world’s second largest #stablecoin #USDC and #ERC20 IAG tokens can be bridged from #Ethereum to #Cardano network through Iagon's Cross-chain bridge powered by the #Milkomeda sidechain.

#CryptoNews",0,0,Ridwan_5Diamond,120,1531115390822232064
8,Mon May 30 03:28:42 +0000 2022,"Gas used in currently pending transactions:

🚀 15 seconds &gt;&gt;&gt;&gt; 42 Gwei
🚗 1 minute  &gt;&gt;&gt;&gt;&gt; 28 Gwei
🐌 3 minutes &gt;&gt;&gt;&gt;&gt; 21 Gwei
🦥 &gt;10 minutes &gt;&gt;&gt; 19 Gwei

#Ethereum #ETH #GasPrice",0,0,ETHgas,3301,1531115355350917128
9,Mon May 30 03:28:17 +0000 2022,"Who can send me One USDT🥸???for peoples who need help🤲🏻🤲🏻🤲🏻

My usdt wallet 

0xcFBe909492fBaE6bbae5AcDD287991F8713d493F

#Binance #luna #Terra #BTC #STEPN #LUNAtics #Ethereum #China #usd #Ukraine #RussiaUkraineWar #Russians #Arabic #dubai #Amazon #oae #ElonMusk #help #muslim",1,1,ALIBABA65601268,6,1531115253278380032
