,Date,Tweet Text,Retweet Count,Favorite Count,Username,User follower count,ID
0,Thu Apr 28 13:45:22 +0000 2022,"@Sito954  Get the chance to be a BETA tester in our online multiplayer game and even earn #crypto.

BETA: mid July 
Join us on Discord and become an early adopter
follow us on twitter

#p2egaming #GameFi #ETH #cryptocurrency #cryptocurrencies #blockchain",0,0,Gametokentech,2375,1519674133486968833
1,Thu Apr 28 13:45:21 +0000 2022,"@SkurtLoy @RoehrigBenjamin Here’s a pick me up ❤️⏳🦁
@kells_jedi 
@NaturalBornDefi 
@eGICoin 
@CryptoMatt49
#Giveaway #NFT #NFTGiveaway #Crypto  #ETH #SOL #TERRA #AVAX

0x5982A1d954081E82e5585d54D57213aF138BAb6",0,0,La1ency,21,1519674132241256449
2,Thu Apr 28 13:45:20 +0000 2022,Slow 20 | Normal 22 | Fast 46.9 | Instant 50.9 👈 current Ethereum gas prices in gwei. DM me a price and I will DM you as soon as gas drops below that price 👍 #Ethereum #GasPrice #ETHGasPrice #ETH,0,0,ETHGasPriceBot,1162,1519674124204916744
3,Thu Apr 28 13:45:18 +0000 2022,Requesting faucet funds into 0x151af19da2FEaE4EC7373d46bf88058e1028AEC1 on the #Rinkeby #Ethereum test network.,0,0,Smashzoomik1,2,1519674119314419714
4,Thu Apr 28 13:45:11 +0000 2022,"@airkeson1998 @773123100Mine @mobioz Done

Thanks and good luck to all participants

#NFT #NFTcommunity #NFTcollector #NFTArtist #NFTcollection #Eth #Opensea #NFTs #Sol #Eth #NFTGame #btc #Sol",0,0,GusRech1981,77,1519674087525818374
5,Thu Apr 28 13:45:09 +0000 2022,"Best escrow service for crypto?
#cryptocurrency #bitcoin #ethereum",0,0,MaddocksBlake,384,1519674080135643136
6,Thu Apr 28 13:45:03 +0000 2022,"#erc20gas #ETH #crypto 
⛽️Auto 15Min ETH Gas Tracking⛽️

GWEI:
Low: 41 gwei
Avg: 42 gwei
High: 42 gwei

Opensea: Sale
Low: $24.07
Avg: $24.66
High: $24.66

Uniswap V3: Swap
Low: $21.95
Avg: $22.49
High: $22.49

USDT: Transfer
Low: $6.44
Avg: $6.60
High: $6.60",0,0,Erc20Gas,658,1519674053711347712
7,Thu Apr 28 13:45:00 +0000 2022,"#ETHereum #ETH impulse bar 2886.29 - 2905.57

$ETH Bar close 2887.18

#Crypto short term volatility detection",0,0,FindCoinAction,368,1519674043510640640
8,Thu Apr 28 13:44:59 +0000 2022,"@airdropinspect Powerful and promising project💪💪💪💪
@RaoufNamavizad1 
@crypto_pasta
@ali2penester 
@Mahdi846679522 
@Ehsan87185767 
@LinFangYi17

#BSC #BTC #Ethereum  #Metaverse",0,0,EHSANKINGDOM1,6,1519674037663895552
9,Thu Apr 28 13:44:44 +0000 2022,@Meta_UFO like #BNBChain #DOGE #eth @sinasanm @sinasahami @sinamehrabi,0,0,AliEsma96840682,12,1519673975797809153
10,Thu Apr 28 13:44:44 +0000 2022,"@CryptoGemsCom There isn't a single great alternative altcoin. Altcoins are always unique in some way.

#ETH, APE, MATIC, and LUNA might all be regarded the best.
$SYS, too, has Ethereum-like characteristics.",0,0,ArielCarson202,244,1519673973629411328
