,Date,Tweet Text,Retweet Count,Favorite Count,Username,User follower count,ID
0,Sat Apr 23 20:15:04 +0000 2022,"⬆ RSI going up for BTCUSDT on 15 min timeframe 

 $btc #Bitcoin",0,0,cryptoAI_app,496,1517960266075439104
1,Sat Apr 23 20:15:02 +0000 2022,"@midtokenio nice 
@OviNhat
@nguyenuuuu
@HuyHao121 
#bitcoin #Crypto #NFTCommunity #NFTGiveaways #nftart #Metaverse #BSC #AirdropCrypto #airdrop #ICO",0,0,Nht14653392,10,1517960258810880000
2,Sat Apr 23 20:15:02 +0000 2022,"@Eljaboom @FelineFiendz @alienfrens Only $1 makes the world kinder) challenge digital dollar save the forest send digital usdt
#Binance #Bitcoin #BitcoinButton #STEPN #bnb #DogecoinToTheMoon #AVAX #NFTs #Saitama #DOGO #Metaverse #USDT #Ukraine️ #ShibainuCoin #SaveUkraine #Trustwallet #challenge https://t.co/RipO0DIfsO",0,0,Mickhai59584120,11,1517960257078800391
3,Sat Apr 23 20:15:02 +0000 2022,#ferguso $fergh #nft #nfts #nftart #nftartist #nftcommunity #btc #ETHEREUM https://t.co/JvBbdKStJo,0,0,ridwanferguso,495,1517960257007357953
4,Sat Apr 23 20:15:02 +0000 2022,"The importance of #Bitcoin can be summed up into three words: 
Apes together strong. Happy Hodling.",0,0,blakemhiggins,97,1517960256491450368
5,Sat Apr 23 20:15:01 +0000 2022,"#BTC $39832  $BTC
#ETH $2963.03  $Eth
#BNB $407.3  $Bnb",0,0,Pricecrypt0,87,1517960254251806720
6,Sat Apr 23 20:15:00 +0000 2022,$BTC is undervalued as long as you can exchange your dirty fiat for it. #bitcoin,0,0,ConanOBitcoin,1561,1517960249742966784
7,Sat Apr 23 20:15:00 +0000 2022,"MORE THAN AN IDEA - INDEPENDENCE

https://t.co/Kuctf3zAir

#passive #income #money #earn #internet #euro #dollar #stock #exchange #currency #stockbroker #market #bitcoin #btc #distribution #usa #germany #london #pm #man #woman #putin #europe #russia #china #president #moscow https://t.co/vUBiWckiux",0,0,PamelaWarnstadt,2462,1517960248803401731
8,Sat Apr 23 20:14:55 +0000 2022,#ferguso $fergh #nft #nfts #nftart #nftartist #nftcommunity #btc #ETHEREUM https://t.co/DsuqZjVVTF,0,0,ridwanferguso,495,1517960228377047040
9,Sat Apr 23 20:14:53 +0000 2022,"@FegArmy_ @EmirKarhan007 @DjPrestigeUk @RudesLounge 😍What's going on with #sanjiinu ? $45,000 ad money paid for #BTOK ! The team is working very well. 

❌Its official pages are followed by @BarackObama ! We announced it before, now it's taking off. Continue to follow us $SANJI #BSC #BSCGem #BSCGems #zoroinu #Blockchain #Bitcoin",0,0,ATANMAKISTYORU1,154,1517960220156309508
10,Sat Apr 23 20:14:47 +0000 2022,"@FegArmy_ @EmirKarhan007 @DjPrestigeUk @RudesLounge 😍What's going on with #sanjiinu ? $45,000 ad money paid for #BTOK ! The team is working very well. 

❌Its official pages are followed by @BarackObama ! We announced it before, now it's taking off. Continue to follow us $SANJI #BSC #BSCGem #BSCGems #zoroinu #Blockchain #Bitcoin",0,0,ATANMAKISTYORU1,154,1517960196580073473
11,Sat Apr 23 20:14:39 +0000 2022,"@TheGloryPlanet @airdropinspect @TheGloryPlanet 's team is working hard to grow better in future so we must help them by joining there events cz they're genuine &amp; regular 🎁🌙💯💝
@Snowie_NFT 
@CryptoVinson 
@bokul748488
#GloryPlanet
$GLORY
#Airdropinspector 
#Airdrop
#cryptocurrencies 
#Giveaway
#BSC
#BTC",0,0,NAFISAH70440339,34,1517960162627448832
12,Sat Apr 23 20:14:39 +0000 2022,"#Bitcoin Last Price $39785 #BTC 🚀
Daily Indicators:
RSI: 40.9
MA(20): 41537
MA(50): 41995
MA(200): 47909
Bollinger B. lower/upper: 37723/45350

#Ethereum Last $2960 #ETH
RSI: 42.7
MA(20): 3117
MA(50): 3011
MA(200): 3484
BB: 2825/3410

DM for project price!
#Crypto #Live

46638",0,0,LivePriceCrypto,615,1517960162144927745
13,Sat Apr 23 20:14:36 +0000 2022,"@cryptohistorias The sentiment of #bitcoin could be lower and lower in a couple of weeks, it depends of #NASDAQ100",0,0,VicMartinR,9,1517960147263528963
