,Date,Tweet Text,Retweet Count,Favorite Count,Username,User follower count,ID
0,Fri Jun 03 02:00:04 +0000 2022,One Bitcoin now worth $30606.22@bitstamp. High $30688.820. Low $29574.020. Market Cap $583.251 Billion #bitcoin https://t.co/Cuu5uLH1Nj,0,0,BTCticker,4262,1532542601701769224
1,Fri Jun 03 02:00:04 +0000 2022,One Bitcoin now worth $30606.22@bitstamp. High $30688.820. Low $29574.020. Market Cap $583.251 Billion #bitcoin,0,0,BTCticker,4262,1532542601051652105
2,Fri Jun 03 02:00:03 +0000 2022,"The best place to buy, trade, sell, and pay with crypto https://t.co/UoZEJ08G2R #BTC #ETH #DeFi",0,0,IrizarryFloyd,0,1532542600615366656
3,Fri Jun 03 02:00:03 +0000 2022,"strategy: 5010HL1h atr20d: 1860.33

03 Jun 2022 02:00:03 UTC
🔄 'None' 11:00:03 JST
--- 31958.5  long_entry_trigger
 &gt;  30586.0  last_price $BTC/USD
--- 29283.0  short_entry_trigger

#BTC/USD perpetual contract on #BitMEX",0,0,cRe5520,236,1532542600334426123
4,Fri Jun 03 02:00:03 +0000 2022,One Bitcoin now worth $30587.416. Market Cap $582.893 Billion. Based on #coindesk BPI #bitcoin,0,0,BTCticker,4262,1532542600208597003
5,Fri Jun 03 02:00:02 +0000 2022,"#BTC $30627  $BTC
#ETH $1841.09  $Eth
#BNB $309.3  $Bnb",0,0,Pricecrypt0,122,1532542593808089099
6,Fri Jun 03 02:00:02 +0000 2022,"#Bitcoin is currently $30,587.4161",0,0,BufoBitcoin,35,1532542593065697281
7,Fri Jun 03 02:00:01 +0000 2022,"The best place to buy, trade, sell, and pay with crypto https://t.co/bhqczTPAwJ #BTC #ETH #DeFi",0,0,Jennife17476961,0,1532542589504733190
8,Fri Jun 03 02:00:00 +0000 2022,"NEED a #JOB?
Sign up now https://t.co/o7lVlsCHXv
FREE. NO MIDDLEMEN
#Robotics #AIEthics #MachineLearning #AI #Python #DataScience #BigData #100DaysOfCode #Robots #fintech #insurtech #Bitcoin #cybersecurity #blockchain #coding #Cryptos #NFTGame #Jobs #Metaverse #Bitcoin #ETH #SOL https://t.co/uGBI0e3xaI",0,0,JobPreference,1469,1532542587667525633
9,Fri Jun 03 02:00:00 +0000 2022,"#Bitcoin (#BTC) Price Update:
    
Price: $30,633
Last Hour: +0.63%
Last 24 Hrs: +2.67%
Last 7 Days: +4.38%
Last 30 Days: -18.87%
Last 365 Days: -18.71%",0,0,cr_bitcoin,4,1532542584593203210
10,Fri Jun 03 01:59:57 +0000 2022,"The best place to buy, trade, sell, and pay with crypto https://t.co/hRgvfJRYEo #BTC #ETH #DeFi",0,0,popp8_popp,0,1532542575038451712
11,Fri Jun 03 01:59:56 +0000 2022,"@yourcryptodj Buy #AirCoin It's the brightest diamod💎💎💎  #HOLD BSC address
0xd8a2aE43Fd061d24acd538e3866Ffc2c05151b53
The final goal of #AirCash is building a worldwide crypto-fiat payment system.
 https://t.co/3Coeq9lvQ4…
https://t.co/5MZqpWe4Ju
@AirCoinreal
#Binance   #BTC   
#Ethereum",0,0,hqx_19,572,1532542569288462336
12,Fri Jun 03 01:59:37 +0000 2022,"@AirdropDet Nice project launch my opinion this is a great project this platfrom has lot of too attractive and hopefully the project will better in future. #Airdrop
#GamesPad #Bitcoin #NFTs #AirdropDet 
@MdAfif09
@kabir369lf
@RahatOmi
@spndnaz1
@njelma1",0,0,Raihan12354,19,1532542488023801857
13,Fri Jun 03 01:59:17 +0000 2022,"🔻 🔻 🔻 $1,534,841 BTCUSDT SHORTED @$30,585.50 on #Binance (1:59:17 UTC) #BTC #cryptocurrency",0,1,ExchangeWhales,3606,1532542405819486208
14,Fri Jun 03 01:59:03 +0000 2022,Current #Bitcoin Price is $30612 #BTC #Crypto,0,1,IAmBitcoinBot,1371,1532542347505897472
15,Fri Jun 03 01:58:56 +0000 2022,"JUST IN: New York Attorney General has issued a warning about #cryptocurrency investments and says it often creates ""more pain than gain for investors.""

#btc #eth #crypto #cryptonews",0,0,DesiBitcoins,366,1532542316363268098
16,Fri Jun 03 01:58:31 +0000 2022,"Bought some BTC at an average price of ~$30,453 per #bitcoin",0,0,BetterThanHold,168,1532542214290685956
17,Fri Jun 03 01:58:18 +0000 2022,Create automated tasks with @jobboycom API Deposit withdraw with #crypto #bitcoin,0,0,AnjanaZoysa,0,1532542156975378432
18,Fri Jun 03 01:58:13 +0000 2022,"@AirdropDet The project is very good, and we look forward to the success of the team and the people who support
I think it's great opportunity for us

@asifsk4792 
@MdOhedulIslam20 
@MinhasNajma 

#GamesPad #Bitcoin #NFTs #AirdropDet",0,0,Zahidul4792,34,1532542138541428736
19,Fri Jun 03 01:57:58 +0000 2022,"@Chrispayne1998 🎁 Free #NFT Giveaway
Worth 1 ETH (2100$)
Follow @russellbenzNFT &amp; Retweet
Drop your #ETH address
#NFTCommunity #opensea #NFTArtist
#NFTArt #NFTProject #ETH #NFTGiveaway
#NFTS #ETH #BAYC #BTC B #Matic #BNB Q
#SOL #Giveway",0,1,RussellbenzNFT,0,1532542073882062853
20,Fri Jun 03 01:57:46 +0000 2022,"@SecYellen @USTreasury No wonder our world is in such disarray!
Fix the money, fix the world! #Bitcoin",0,0,JimJones1913,2185,1532542023512707075
21,Fri Jun 03 01:57:37 +0000 2022,@GoingParabolic #Bitcoin is now embracing carbon taxing.,0,0,Texas_Mike_,260,1532541987571777539
22,Fri Jun 03 01:57:33 +0000 2022,"@Crunchyroll 🎁 Free #NFT Giveaway
Worth 1 ETH (2100$)
Follow @russellbenzNFT &amp; Retweet
Drop your #ETH address
#NFTCommunity #opensea #NFTArtist
#NFTArt #NFTProject #ETH #NFTGiveaway
#NFTS #ETH #BAYC #BTC B #Matic #BNB Q
#SOL #Giveway",0,1,RussellbenzNFT,0,1532541971071283201
23,Fri Jun 03 01:57:15 +0000 2022,"Can't wait to set up a #Bitcoin Beacon Chain after a successful #ETH Merge. 

All the energy in the universe can't defend Layer Zero's realization that PoW is inferior.",0,0,ewaneth,103,1532541895305478172
24,Fri Jun 03 01:57:15 +0000 2022,"@JRubinBlogger 🎁 Free #NFT Giveaway
Worth 1 ETH (2100$)
Follow @russellbenzNFT &amp; Retweet
Drop your #ETH address
#NFTCommunity #opensea #NFTArtist
#NFTArt #NFTProject #ETH #NFTGiveaway
#NFTS #ETH #BAYC #BTC B #Matic #BNB Q
#SOL #Giveway",0,0,RussellbenzNFT,0,1532541893833150465
25,Fri Jun 03 01:57:10 +0000 2022,"@SappChatApp The project is very good, and we look forward to the success of the team and the people who support
I think it's great opportunity for us

@asifsk4792 
@MdOhedulIslam20 
@MinhasNajma

#Airdrops #SappChat #Bitcoin #AirdropDetective #HODL",0,0,Zahidul4792,34,1532541874640105472
26,Fri Jun 03 01:56:28 +0000 2022,+1500% $VINU Incoming! 🚨🚀#Bitcoin #BTC #Ethereum #ETH #Giveaway #Airdrop #altcoin #doge #shiba #shibainu #Web3 #EPS #RUNE…,0,0,BurgessRhys1,14,1532541698777169930
27,Fri Jun 03 01:56:13 +0000 2022,"Not #bitcoin falls to zero 
Fiat does",0,3,marcfriedrich7,51368,1532541635661275136
28,Fri Jun 03 01:56:12 +0000 2022,"🔻 🔻 🔻 $1,164,115 BTCUSDT SHORTED @$30,600.00 on #Binance (1:56:11 UTC) #BTC #cryptocurrency",0,1,ExchangeWhales,3606,1532541628170256389
