Date,Time,Original tweet,Clean tweet,Positive,Neutral,Negative
2022-04-10,13:15,"@BitcoinFear Buy $BTC at the lows and sell it high so you don't FOMO in and lose money like regular investors 

#BTC  is in a macro bull market

But this doesn't negate huge pullbacks of 50%+

Volatility = Opportunity

https://t.co/blycd0RRGQ",bitcoinfear buy btc at the lows and sell it high so you do not fomo in and lose money like regular investors btc is in a macro bull market but this does not negate huge pullbacks of 50 volatility opportunity,0.03503189608454704,0.5989885926246643,0.36597952246665955
2022-04-10,13:15,"#BTC $42675  $BTC
#ETH $3249.22  $Eth
#BNB $423.35  $Bnb",btc 42675 btc eth 324922 eth bnb 42335 bnb,0.046108804643154144,0.9283697605133057,0.02552148327231407
2022-04-10,13:15,"""CryptoAntCrew"" link in bio
#nft #NFTs #NFTartist #NFTCommunity #NFTGiveaways #NFTCollection #nftart #Ethereum  #crypto #cryptotrading #nftcollectors #OpenSeaNFT #cryptocurrency #opensea #Collectibles #cryptoartist #Bitcoin #NFTProject #pixelart #pixelnft #nftbuyer #PolygonNFT https://t.co/lwKUfQxnCk",cryptoantcrew link in bio nft nfts nftartist nftcommunity nftgiveaways nftcollection nftart ethereum crypto cryptotrading nftcollectors openseanft cryptocurrency opensea collectibles cryptoartist bitcoin nftproject pixelart pixelnft nftbuyer polygonnft,0.03804781660437584,0.944150984287262,0.017801135778427124
2022-04-10,13:15,"If you like it, then become one of our investors or, if you still have questions, contact us through our Telegram group, but only if you want to!

#etherabets #etherasports #eta #etb #ethera #etherablack #bitcoin #nft #bsc #smartchain #BinanceBlockchainWeek #binance #launch https://t.co/joyWWe5DwP",if you like it then become one of our investors or if you still have questions contact us through our telegram group but only if you want to etherabets etherasports eta etb ethera etherablack bitcoin nft bsc smartchain binanceblockchainweek binance launch,0.05196351930499077,0.936844527721405,0.011191983707249165
2022-04-10,13:15,"Top 10 #Cryptocurrency Live Prices: 
(09:15 AM . Apr 10,2022)

#BTC $42653.17
#ETH $3246.14
#BNB $423.20
#DOGE $0.15
#SHIB $0.0000246103
#AXS $50.41
#MANA $2.29
#UNI $10.01
#GM $0.0000248926
#KISHU $0.0000000014

Comments! Which coins would like to be listed?",top 10 cryptocurrency live am apr 102022 btc 4265317 eth 324614 bnb 42320 doge 015 shib 00000246103 axs 5041 mana 229 uni 1001 gm 00000248926 kishu 00000000014 comments which coins would like to be listed,0.026841389015316963,0.9323612451553345,0.040797390043735504
2022-04-10,13:15,"Elon Musk’s ‘50% #CleanEnergy  ’ #BTC  Goal Braced With First Solar #bitcoinmining  Plant Powered By #Tesla 
https://t.co/dpFI0p5usC",elon musks 50 cleanenergy btc goal braced with first solar bitcoinmining plant powered by tesla,0.6011459231376648,0.3900943100452423,0.008759797550737858
2022-04-10,13:15,"@SteamSpecie Excellent and promising project guys.
Don't miss it.
@Sagor07233355 
@Lucky54730092 
@MdIkramHosen3 

#steamspecie   #Web3  #Metaverse #BNBChain #Bitcoin #cryptocurrency",steamspecie excellent and promising project guys do not miss it sagor07233355 lucky54730092 mdikramhosen3 steamspecie web3 metaverse bnbchain bitcoin cryptocurrency,0.5479289293289185,0.44233235716819763,0.00973869115114212
2022-04-10,13:15,"@altcryptomars @Tiendzai_99 
@lethang0710 
@bee02040602 

Good luck 💚

#BTC #Crypto #Contest #USDT #prize #Giveaways",altcryptomars tiendzai99 lethang0710 bee02040602 good luck btc crypto contest usdt prize giveaways,0.08641958236694336,0.8962010145187378,0.01737944968044758
2022-04-10,13:15,"@DigiEconomist #Bitcoin doesn’t use enough energy. Looking at energy per transaction and comparing to card networks is gaslighting, and you both know and understand it.",digieconomist bitcoin doesn not use enough energy looking at energy per transaction and comparing to card networks is gaslighting and you both know and understand it,0.05665573105216026,0.8953870534896851,0.047957222908735275
2022-04-10,13:15,"today，The only thing I can hold is chopsticks.
The only thing that got me stuck in and couldn't get out  be👉 AirCoin！
#Aircoinreal
#Bitcoin #BTC #ETH #BNB #Solana ＃OKX #Coinbase #Binance 
＃Crypto #Bitcoin #CoinMarketCap #Coingecko
#AIR  #AirCoin #AirCash  
#AirCoinDAOLabs https://t.co/3iG3kiyhnT",todaythe only thing i can hold is chopsticks the only thing that got me stuck in and could not get out be aircoin aircoinreal bitcoin btc eth bnb solana okx coinbase binance crypto bitcoin coinmarketcap coingecko air aircoin aircash aircoindaolabs,0.02563839592039585,0.8400411605834961,0.1343204826116562
2022-04-10,13:15,"BREAKING 💥 UST stablecoin buys over 4,000 #BITCOIN worth $175 MILLION 💥",breaking ust stablecoin buys over 4000 bitcoin worth 175 million,0.28978583216667175,0.6974654197692871,0.012748705223202705
2022-04-10,13:15,Bounce mid 40’s then gobbo? #btc,bounce mid 40s then gobbo btc,0.05263640731573105,0.8952741026878357,0.05208953842520714
2022-04-10,13:15,"@DogeZoneio Thank's, I hope that a very good profit will come in the future.
@AndrianiAku @shitneybeauti96 @shamsu266 
#Dogezone #Airdrops #BSCgems #BSC #Binance #Bitcoin #P2E",dogezoneio thank i hope that a very good profit will come in the future andrianiaku shitneybeauti96 shamsu266 dogezone airdrops bscgems bsc binance bitcoin p2e,0.7599555850028992,0.23203907907009125,0.008005302399396896
2022-04-10,13:15,"27682) #Bitcoin Last Price $42644 #BTC 🚀
Daily Indicators:
RSI: 45.4
MA(20): 44848
MA(50): 41875
MA(200): 48221
Bollinger B. lower/upper: 41329/48366

#Ethereum Last $3245 #ETH
RSI: 53.8
MA(20): 3275
MA(50): 2933
MA(200): 3491
BB: 2966/3584

DM for project price!
#Crypto #Live",27682 bitcoin last price 42644 btc daily 454 44848 41875 48221 bollinger b 4132948366 ethereum last 3245 eth 538 3275 2933 3491 29663584 dm for project price crypto live,0.03931497409939766,0.9286250472068787,0.03205994889140129
2022-04-10,13:15,A strong team is the key to successful business This project is exactly the structure  combines a brilliant and innovative idea with a strong and creative team #hotfriescoin #StableProgressiveCoin #onlyup #Airdrop #bountycampaign #bitcoin #defi #Crypto #BSCGem #BSCGemsAlert #web3,a strong team is the key to successful business this project is exactly the structure combines a brilliant and innovative idea with a strong and creative team hotfriescoin stableprogressivecoin onlyup airdrop bountycampaign bitcoin defi crypto bscgem bscgemsalert web3,0.572554349899292,0.41896477341651917,0.008480907417833805
2022-04-10,13:15,I play and get Cashback! 🤑 The more you play on @betfury - the higher Rank and Cashback amount you will get! My Username: User7244835 #betfurysuccess #bitcoin #staking,i play and get cashback the more you play on betfury the higher rank and cashback amount you will get my user7244835 betfurysuccess bitcoin staking,0.0797673761844635,0.9056749939918518,0.014557680115103722
