Date,Time,Original tweet,Clean tweet,Positive,Neutral,Negative
2022-04-21,6:0,"Bitcoin - BTC
Price: $41,475.00
Change in 1h: -0.32061068%
Market cap: $788,750,030,529.93
Ranking: 1
#Bitcoin #BTC",bitcoin btc 4147500 change in 032061068 market 78875003052993 1 bitcoin btc,0.030547158792614937,0.8425194621086121,0.12693344056606293
2022-04-21,6:0,"The #crypto market at a glance!

#Bitcoin $BTC #Ethereum $ETH $BNB $XRP $SOL $LUNA $ADA

...and many more. https://t.co/GsrhJuO3nY",the crypto market at a glance bitcoin btc ethereum eth bnb xrp sol luna ada and many more,0.04839733615517616,0.9360146522521973,0.015588011592626572
2022-04-21,6:0,One Bitcoin now worth $41482.84@bitstamp. High $42220.040. Low $40893.210. Market Cap $788.902 Billion #bitcoin https://t.co/pVJbeIDPZa,one bitcoin now worth 4148284bitstamp high 42220040 low 40893210 market cap 788902 billion bitcoin,0.04910948872566223,0.8844383955001831,0.06645210087299347
2022-04-21,6:0,One Bitcoin now worth $41461.897. Market Cap $788.504 Billion. Based on #coindesk BPI #bitcoin,one bitcoin now worth 41461897 market cap 788504 billion based on coindesk bpi bitcoin,0.05354703217744827,0.928938090801239,0.01751490868628025
2022-04-21,6:0,"🟢 Buy $TKO [Spot Hourly]
#TKOUSDT
Filled: 33.9674 #TKO / 25.00 #USDT
Buy Price: $0.736

#TokoToken #Binance #Bitcoin #Metaverse #NFT #Web3 #Altcoins",buy tko spot hourly tkousdt 339674 tko 2500 usdt buy 0736 tokotoken binance bitcoin metaverse nft web3 altcoins,0.07168757170438766,0.9125765562057495,0.01573590189218521
2022-04-21,6:0,"https://t.co/t6kVcSK6IH

Crypto market:
$CAKE +10.21% 🚀
$SNX +9.77% 📈
$ZIL +9.18% 📈
$EOS +8.63% 📈

$XCN -6.43% 📉
$WAVES -5.22% 📉

#CAKE #SNX #ZIL #EOS #XCN #WAVES #Bitcoin #Ethereum #crypto #NFT #metaverse https://t.co/unDQlTVwim",crypto cake 1021 snx 977 zil 918 eos 863 xcn 643 waves 522 cake snx zil eos xcn waves bitcoin ethereum crypto nft metaverse,0.04274408891797066,0.9379369616508484,0.01931898295879364
2022-04-21,6:0,"#Bitcoin is currently $41,461.8968",bitcoin is currently 414618968,0.017887886613607407,0.9232242703437805,0.05888783931732178
2022-04-21,6:0,"$BTC Price: $41,456 
#Bitcoin #BTC #BitcoinPrice #Crypto https://t.co/IKHh1g8vm6",btc 41456 bitcoin btc bitcoinprice crypto,0.030152875930070877,0.9486262202262878,0.021220868453383446
2022-04-21,6:0,"strategy: 5010HL1h atr20d: 1683.40

21 Apr 2022 06:00:02 UTC
🔄 'None' 15:00:02 JST
--- 42206.0  long_entry_trigger
 &gt;  41459.0  last_price $BTC/USD
--- 40501.5  short_entry_trigger

#BTC/USD perpetual contract on #BitMEX",5010hl1h 168340 21 apr 2022 utc none jst 422060 longentrytrigger gt 414590 lastprice btcusd 405015 shortentrytrigger btcusd perpetual contract on bitmex,0.034091558307409286,0.9348013401031494,0.031107135117053986
2022-04-21,6:0,"To succeed with your #crypto #portfolio, buy #ADA , #XLM , #XEM , #ZIL, #MANA and #TRX. We had better performance with this crypto than #BTC (up 1000% in 2 years). It's still time to jump on it.#Ziliqa is the crypto to watch now. Buy it in your portfolio https://t.co/adxAdgs8UQ",to succeed with your crypto portfolio buy ada xlm xem zil mana and trx we had better performance with this crypto than btc up 1000 in 2 years it is still time to jump on itziliqa is the crypto to watch now buy it in your portfolio,0.3563753664493561,0.634058952331543,0.009565716609358788
2022-04-21,6:0,"Hey #cryptotwitter, we want to know who in the #Bitcoin and broader #cryptocurrency space have inspired you - and continue to inspire you!

We want to follow and amplify the best in the #cryptocommunity here, and we'd ❤️ to have your help. Tag your #crypto #AllStars below ⬇️⬇️",hey cryptotwitter we want to know who in the bitcoin and broader cryptocurrency space have inspired you and continue to inspire you we want to follow and amplify the best in the cryptocommunity here and we would to have your help tag your crypto allstars below,0.23220756649971008,0.7589550018310547,0.008837494999170303
2022-04-21,6:0,"#BTC $41494  $BTC
#ETH $3077.18  $Eth
#BNB $420.13  $Bnb",btc 41494 btc eth 307718 eth bnb 42013 bnb,0.05236431583762169,0.9244409203529358,0.02319478429853916
