Date,Time,Original tweet,Clean tweet,Positive,Neutral,Negative
2022-04-16,22:30,"#ArchieNeko Staking Started!
Global @ArchieNeko_
450 Holders🚀🔥🚀
@cz_binance
#shiba
#Babydogecoins
#Metaverse
#Ethereum
#BTC
#Binance
#ElonMusk
#Bitcoin
#USDT
#blockchain
#CoinGecko
#BTT
#MATIC
#Crypto
#Robinhood
Uniswap Buy THE DIP!
0xFE5F69dfa2d4501E78078266F6d430c079098f90 https://t.co/lQPZLwIrkB https://t.co/7Vmix3QvOw",archieneko staking started global archieneko 450 holders czbinance shiba babydogecoins metaverse ethereum btc binance elonmusk bitcoin usdt blockchain coingecko btt matic crypto robinhood uniswap buy the dip 0xfe5f69dfa2d4501e78078266f6d430c079098f90,0.08941008150577545,0.8934845924377441,0.017105264589190483
2022-04-16,22:30,"AOKl found #bitcoin in a User vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/W1AzveBF6r #cryptocurrency #124060 https://t.co/Xh943aPPEb",aokl found bitcoin in a user vault at this location join me playing coinhuntworld it is awesome cryptocurrency 124060,0.05285023897886276,0.9275678992271423,0.01958182267844677
2022-04-16,22:30,"📈 Total Market Cap: $1,889,697,244,386
💵 1 #BTC: $40,555.08
🔴 BTC Dominance: 40.80%
💹 1 #ETH: $3,071.82
💎 ETH Dominance: 19.57%
⏰ Update Time: 17-04-2022 - 01:30:03 (GMT+3)",total market 1889697244386 1 4055508 btc 4080 1 307182 eth 1957 update 17042022 gmt3,0.030497046187520027,0.9248631000518799,0.044639863073825836
2022-04-16,22:30,"[₿] #Bitcoin Daily $BTC [₿]

Kraken❯
A:$40,503 L:$40,012 H:$40,709
Bitstamp❯
A:$40,536 L:$40,015 H:$40,701
Bitfinex❯
A:$40,528 L:$40,014 H:$40,717

Market Cap: $770,614,545,291
24h Volume: $1,077,447,553
24h: 0.15%  7d: 1.96%",bitcoin daily btc kraken bitstamp bitfinex market 770614545291 24h 1077447553 015 196,0.0375509038567543,0.9320024251937866,0.030446678400039673
2022-04-16,22:30,"#BTC $40577  $BTC
#ETH $3073.75  $Eth
#BNB $418.52  $Bnb",btc 40577 btc eth 307375 eth bnb 41852 bnb,0.04708307608962059,0.9300147891044617,0.022902144119143486
2022-04-16,22:30,"Top 10 #Cryptocurrency Live Prices: 
(06:30 PM . Apr 16,2022)

#BTC $40555.08
#ETH $3071.82
#BNB $418.55
#DOGE $0.14
#SHIB $0.0000257750
#AXS $47.69
#MANA $2.15
#UNI $9.66
#GM $0.0000223625
#KISHU $0.0000000016

Comments! Which coins would like to be listed?",top 10 cryptocurrency live pm apr 162022 btc 4055508 eth 307182 bnb 41855 doge 014 shib 00000257750 axs 4769 mana 215 uni 966 gm 00000223625 kishu 00000000016 comments which coins would like to be listed,0.025751831009984016,0.9332554936408997,0.04099273309111595
2022-04-16,22:30,"#Bitcoin Last Price $40496 #BTC 🚀
Daily Indicators:
RSI: 41.8
MA(20): 43662
MA(50): 42131
MA(200): 48144
Bollinger B. lower/upper: 38231/49093

#Ethereum Last $3068 #ETH
RSI: 47.3
MA(20): 3253
MA(50): 2982
MA(200): 3493
BB: 2912/3594

DM for project price!
#Crypto #Live

36786",bitcoin last price 40496 btc daily 418 43662 42131 48144 bollinger b 3823149093 ethereum last 3068 eth 473 3253 2982 3493 29123594 dm for project price crypto live 36786,0.03135069087147713,0.9300116300582886,0.03863773122429848
2022-04-16,22:30,"I don't care what you hold whether it be #bitcoin, #ethereum, #cardano, #solana, $shib, #xrp, or any other #crypto, I am rooting for you and want you to succeed!",i do not care what you hold whether it be bitcoin ethereum cardano solana shib xrp or any other crypto i am rooting for you and want you to succeed,0.08327192813158035,0.9035289883613586,0.013199105858802795
2022-04-16,22:30,"@elonmusk @pandagirltoken #pandagirl #nft #nftart #giveaway #BTC #ADA #ETH #SHIB #babydoge

PGT is going to make alot of millionaires before the end of this year!!!
You don't want to miss this!
Let's do this!!!
@Daneeyhell
@statureozz
@arome_gideon",elonmusk pandagirltoken pandagirl nft nftart giveaway btc ada eth shib babydoge pgt is going to make alot of millionaires before the end of this year you do not want to miss this let us do this daneeyhell statureozz aromegideon,0.06603362411260605,0.9100421071052551,0.023924244567751884
2022-04-16,22:30,"@OfficialTravlad Pick my name win here please 😇🙏

#BNB #BSC #NFT #NFTCommunity 
#NFT #BSCGems #Solana #BTC #ETH #cryptocurrency #Airdrop",officialtravlad pick my name win here please bnb bsc nft nftcommunity nft bscgems solana btc eth cryptocurrency airdrop,0.030994756147265434,0.9418339729309082,0.02717125043272972
2022-04-16,22:30,"#Crypto #Cryptocurrency #BTC #ETH #Solana #ADA #Bitcoin 

BTC = $40,585.75
Change = 0.45%

ETH = $3,073.02
Change = 1.47%

Solana = $81.29
Change = 1.23%

ADA = $102.76
Change = 2.02%

Follow @pricebotcrypto for hourly update!",crypto cryptocurrency btc eth solana ada bitcoin btc 4058575 change 045 eth 307302 change 147 solana 8129 change 123 ada 10276 change 202 follow pricebotcrypto for hourly update,0.03099443018436432,0.9241443276405334,0.044861264526844025
2022-04-16,22:30,"Imagine if you could deposit #bitcoin into @anchor_protocol and borrow against it (with the yield coming from @THORChain ). 

That would be pretty interesting. @mcantieri ?",imagine if you could deposit bitcoin into anchorprotocol and borrow against it with the yield coming from thorchain that would be pretty interesting mcantieri,0.1128314808011055,0.874580442905426,0.012588109821081161
